編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area (square meter),the main use,main building materials,construction completes the date,total layer,building lamination
RPRPMLKMNHNFFAA87CC,22,117.12,住家用,鋼筋混凝土造,85年8月28日,五層,
RPRPMLKMNHNFFAA87CC,22,9.29,見使用執照,鋼筋混凝土造,85年8月28日,五層,
RPRPMLKMNHNFFAA87CC,22,49.59,見使用執照,鋼筋混凝土造,85年8月28日,五層,
RPVPMLSLNHNFFDA66CC,27,101.42,住家用,鋼筋混凝土造,80年11月2日,七層,
RPVPMLSLNHNFFDA66CC,27,20.80,共有部分,鋼筋混凝土造,80年11月2日,七層,
RPUOMLKMNHNFFAA08CC,16,123.04,住家用,鋼筋混凝土造,91年5月7日,十四層,
RPUOMLKMNHNFFAA08CC,16,51.34,共有部分,鋼筋混凝土造,91年5月7日,十四層,
RPUOMLKMNHNFFAA08CC,16,13.98,停車空間,鋼筋混凝土造,91年5月7日,十四層,
RPTNMLKMNHNFFEA28CC,16,122.24,住家用,鋼筋混凝土造,91年1月25日,七層,
RPTNMLKMNHNFFEA28CC,16,48.53,共有部分,鋼筋混凝土造,91年1月25日,七層,
RPTNMLKMNHNFFEA28CC,16,9.63,共有部分,鋼筋混凝土造,91年1月25日,七層,
RPXPMLSLNHNFFBA66CC,37,47.50,住家用,鋼筋混凝土造,70年4月2日,十層,
RPXPMLSLNHNFFBA66CC,37,8.66,共有部分,鋼筋混凝土造,70年4月2日,十層,
RPTPMLKMNHNFFEA48CC,10,69.05,見其他登記事項,鋼筋混凝土造,97年10月2日,十五層,
RPTPMLKMNHNFFEA48CC,10,33.82,共有部分,鋼筋混凝土造,97年10月2日,十五層,
RPXNMLTLNHNFFCA66CC,5,108.70,見其他登記事項,鋼筋混凝土造,102年11月12日,十四層,
RPXNMLTLNHNFFCA66CC,5,26.26,見其他登記事項,鋼筋混凝土造,102年11月12日,十四層,
RPXNMLTLNHNFFCA66CC,5,17.83,見其他登記事項,鋼筋混凝土造,102年11月12日,十四層,
RPPQMLKMNHNFFEA18CC,43,85.82,住家用,鋼筋混凝土造,64年3月5日,四層,
RPPNMLTLNHNFFFA78CC,,160.23,住家用,鋼筋混凝土造,,十五層,
RPPNMLTLNHNFFFA78CC,39,10.37,共有部分,鋼筋混凝土造,68年1月16日,十五層,
RPPNMLTLNHNFFFA78CC,39,4.05,共有部分,鋼筋混凝土造,68年1月16日,十五層,
RPPNMLTLNHNFFFA78CC,39,6.25,共有部分,鋼筋混凝土造,68年1月16日,十五層,
RPVQMLKMNHNFFEA78CC,23,31.63,住家用,鋼筋混凝土造,84年6月19日,八層,
RPVQMLKMNHNFFEA78CC,23,5.20,共有部分,鋼筋混凝土造,84年6月19日,八層,
RPVQMLKMNHNFFEA78CC,23,25.23,共有部分,鋼筋混凝土造,84年6月19日,八層,
RPVNMLKMNHNFFCA28CC,34,81.38,住家用,鋼筋混凝土造,73年7月27日,五層,
RPSPMLKMNHNFFEA38CC,13,19.59,見其他登記事項,鋼筋混凝土造,93年12月31日,十一層,
RPSPMLKMNHNFFEA38CC,13,11.08,共有部分,鋼筋混凝土造,93年12月31日,十一層,
RPSPMLKMNHNFFEA38CC,13,3.24,共有部分,鋼筋混凝土造,93年12月31日,十一層,
RPQOMLKMNHNFFCA87CC,7,84.12,商業用,鋼筋混凝土造,99年12月1日,十層,
RPRNMLKMNHNFFCA87CC,19,203.49,工業用,鋼筋混凝土造,88年5月26日,六層,
